ID,adj.P.Val,P.Value,F,Gene.symbol,Gene.title
209456_s_at,8.80E-01,8.28E-01,0.189627,FBXW11,F-box and WD repeat domain containing 11
219152_at,8.80E-01,8.28E-01,0.189566,PODXL2,podocalyxin like 2
208600_s_at,8.80E-01,8.28E-01,0.189204,GPR39,G protein-coupled receptor 39
221006_s_at,8.80E-01,8.28E-01,0.189157,SNX27,sorting nexin family member 27
208476_s_at,8.80E-01,8.28E-01,0.189099,FRMD4A,FERM domain containing 4A
211132_at,8.80E-01,8.28E-01,0.189089,INTS3,integrator complex subunit 3
208801_at,8.80E-01,8.28E-01,0.188917,SRP72,signal recognition particle 72
219583_s_at,8.80E-01,8.28E-01,0.188902,SPATA7,spermatogenesis associated 7
209054_s_at,8.80E-01,8.28E-01,0.188761,WHSC1,Wolf-Hirschhorn syndrome candidate 1
216606_x_at,8.80E-01,8.28E-01,0.188544,LYPLA2,lysophospholipase II
214084_x_at,8.80E-01,8.29E-01,0.188325,NCF1,neutrophil cytosolic factor 1
220401_at,8.81E-01,8.29E-01,0.187953,FLJ21369,uncharacterized protein FLJ21369
207536_s_at,8.81E-01,8.29E-01,0.18786,TNFRSF9,TNF receptor superfamily member 9
211523_at,8.81E-01,8.29E-01,0.18775,GNRHR,gonadotropin releasing hormone receptor
218215_s_at,8.81E-01,8.29E-01,0.187724,NR1H2,nuclear receptor subfamily 1 group H member 2
208050_s_at,8.81E-01,8.29E-01,0.187696,CASP2,caspase 2
218500_at,8.81E-01,8.29E-01,0.187678,THEM6,thioesterase superfamily member 6
201288_at,8.81E-01,8.29E-01,0.187634,ARHGDIB,Rho GDP dissociation inhibitor beta
206131_at,8.81E-01,8.29E-01,0.187558,CLPS,colipase
220026_at,8.81E-01,8.29E-01,0.187436,CLCA4,chloride channel accessory 4
211651_s_at,8.81E-01,8.29E-01,0.187412,LAMB1,laminin subunit beta 1
210394_x_at,8.81E-01,8.30E-01,0.187109,SSX4B///SSX4,SSX family member 4B///SSX family member 4
214709_s_at,8.81E-01,8.30E-01,0.187049,KTN1,kinectin 1
206253_at,8.81E-01,8.30E-01,0.186898,DLG2,discs large MAGUK scaffold protein 2
212549_at,8.81E-01,8.30E-01,0.186797,STAT5B,signal transducer and activator of transcription 5B
215095_at,8.81E-01,8.30E-01,0.186579,ESD,esterase D
32811_at,8.81E-01,8.30E-01,0.186424,MYO1C,myosin IC
216948_at,8.82E-01,8.30E-01,0.186183,,
204058_at,8.82E-01,8.30E-01,0.186162,ME1,malic enzyme 1
203430_at,8.82E-01,8.30E-01,0.186087,HEBP2,heme binding protein 2
218308_at,8.82E-01,8.30E-01,0.186075,TACC3,transforming acidic coiled-coil containing protein 3
216538_at,8.82E-01,8.30E-01,0.186013,,
217106_x_at,8.82E-01,8.31E-01,0.185745,DIMT1,DIM1 dimethyladenosine transferase 1 homolog
213633_at,8.82E-01,8.31E-01,0.185608,SH3BP1,SH3 domain binding protein 1
209427_at,8.82E-01,8.31E-01,0.185538,SMTN,smoothelin
208918_s_at,8.82E-01,8.31E-01,0.185472,NADK,NAD kinase
220895_at,8.82E-01,8.31E-01,0.185296,USP29,ubiquitin specific peptidase 29
206400_at,8.82E-01,8.31E-01,0.185015,LGALS7B///LGALS7,galectin 7B///galectin 7
213596_at,8.82E-01,8.31E-01,0.184996,CASP4,caspase 4
208319_s_at,8.82E-01,8.31E-01,0.184956,RBM3,"RNA binding motif (RNP1, RRM) protein 3"
209791_at,8.82E-01,8.31E-01,0.18494,PADI2,peptidyl arginine deiminase 2
219713_at,8.82E-01,8.31E-01,0.18488,SHPK,sedoheptulokinase
210503_at,8.82E-01,8.32E-01,0.184516,MAGEA11,MAGE family member A11
215221_at,8.83E-01,8.32E-01,0.184276,,
219182_at,8.83E-01,8.32E-01,0.184178,TMEM231,transmembrane protein 231
214239_x_at,8.83E-01,8.32E-01,0.183718,PCGF2,polycomb group ring finger 2
217299_s_at,8.83E-01,8.32E-01,0.183679,NBN,nibrin
204747_at,8.83E-01,8.32E-01,0.183602,IFIT3,interferon induced protein with tetratricopeptide repeats 3
207057_at,8.83E-01,8.33E-01,0.183244,SLC16A7,solute carrier family 16 member 7
215433_at,8.83E-01,8.33E-01,0.183126,DPY19L1,dpy-19 like 1
202442_at,8.83E-01,8.33E-01,0.183115,AP3S1,adaptor related protein complex 3 sigma 1 subunit
217698_at,8.83E-01,8.33E-01,0.183096,,
211978_x_at,8.83E-01,8.33E-01,0.182957,LOC101060363///PPIA,peptidyl-prolyl cis-trans isomerase A pseudogene///peptidylprolyl isomerase A
218341_at,8.84E-01,8.33E-01,0.182723,PPCS,phosphopantothenoylcysteine synthetase
203790_s_at,8.84E-01,8.33E-01,0.182721,RIDA,reactive intermediate imine deaminase A homolog
210445_at,8.84E-01,8.33E-01,0.182566,FABP6,fatty acid binding protein 6
216312_at,8.84E-01,8.33E-01,0.182524,ATP2B3,ATPase plasma membrane Ca2+ transporting 3
207814_at,8.84E-01,8.33E-01,0.182469,DEFA6,defensin alpha 6
219229_at,8.84E-01,8.33E-01,0.182437,SLCO3A1,solute carrier organic anion transporter family member 3A1
213846_at,8.84E-01,8.33E-01,0.182433,COX7C,cytochrome c oxidase subunit 7C
221577_x_at,8.84E-01,8.34E-01,0.182023,GDF15,growth differentiation factor 15
203054_s_at,8.84E-01,8.34E-01,0.181907,TCTA,T-cell leukemia translocation altered
220378_at,8.84E-01,8.34E-01,0.181722,TCP11,t-complex 11
220255_at,8.84E-01,8.34E-01,0.181584,FANCE,Fanconi anemia complementation group E
206634_at,8.84E-01,8.34E-01,0.181475,SIX3,SIX homeobox 3
203898_at,8.84E-01,8.34E-01,0.181444,CRCP,CGRP receptor component
200083_at,8.84E-01,8.34E-01,0.181427,USP22,ubiquitin specific peptidase 22
216217_at,8.84E-01,8.34E-01,0.18137,PLCL2,phospholipase C like 2
205161_s_at,8.84E-01,8.34E-01,0.181335,PEX11A,peroxisomal biogenesis factor 11 alpha
200984_s_at,8.85E-01,8.35E-01,0.180836,CD59,CD59 molecule
215250_at,8.85E-01,8.35E-01,0.180616,EMC3,ER membrane protein complex subunit 3
221600_s_at,8.85E-01,8.35E-01,0.180278,AAMDC,adipogenesis associated Mth938 domain containing
210434_x_at,8.85E-01,8.35E-01,0.180007,JTB,jumping translocation breakpoint
204135_at,8.85E-01,8.36E-01,0.179941,FILIP1L,filamin A interacting protein 1 like
218293_x_at,8.85E-01,8.36E-01,0.179767,NUP50,nucleoporin 50
205399_at,8.85E-01,8.36E-01,0.179721,DCLK1,doublecortin like kinase 1
205069_s_at,8.85E-01,8.36E-01,0.179625,ARHGAP26,Rho GTPase activating protein 26
222228_s_at,8.85E-01,8.36E-01,0.179516,ALKBH4,"alkB homolog 4, lysine demethylase"
204216_s_at,8.85E-01,8.36E-01,0.17944,ZC3H14,zinc finger CCCH-type containing 14
32402_s_at,8.86E-01,8.36E-01,0.179244,SYMPK,symplekin
201988_s_at,8.86E-01,8.36E-01,0.178857,CREBL2,cAMP responsive element binding protein like 2
203257_s_at,8.86E-01,8.37E-01,0.178559,C11orf49,chromosome 11 open reading frame 49
203670_at,8.86E-01,8.37E-01,0.178555,ARPC4-TTLL3///TTLL3///ARPC4,ARPC4-TTLL3 readthrough///tubulin tyrosine ligase like 3///actin related protein 2/3 complex subunit 4
220398_at,8.86E-01,8.37E-01,0.178453,GNPTAB,N-acetylglucosamine-1-phosphate transferase alpha and beta subunits
218965_s_at,8.86E-01,8.37E-01,0.178383,TUT1,"terminal uridylyl transferase 1, U6 snRNA-specific"
208796_s_at,8.86E-01,8.37E-01,0.178224,CCNG1,cyclin G1
202743_at,8.86E-01,8.37E-01,0.178183,PIK3R3,phosphoinositide-3-kinase regulatory subunit 3
210461_s_at,8.86E-01,8.37E-01,0.178134,ABLIM1,actin binding LIM protein 1
208141_s_at,8.86E-01,8.37E-01,0.178093,DOHH,deoxyhypusine hydroxylase/monooxygenase
204866_at,8.86E-01,8.37E-01,0.178039,JADE3,jade family PHD finger 3
207584_at,8.86E-01,8.37E-01,0.177956,LPA,lipoprotein(a)
207363_at,8.86E-01,8.37E-01,0.177851,RS1,retinoschisin 1
204041_at,8.87E-01,8.38E-01,0.177209,MAOB,monoamine oxidase B
213484_at,8.87E-01,8.38E-01,0.176794,ADD2,adducin 2
201927_s_at,8.87E-01,8.38E-01,0.176724,PKP4,plakophilin 4
208204_s_at,8.87E-01,8.38E-01,0.17656,CAV3,caveolin 3
200996_at,8.87E-01,8.39E-01,0.176297,ACTR3,ARP3 actin related protein 3 homolog
205369_x_at,8.87E-01,8.39E-01,0.176198,DBT,dihydrolipoamide branched chain transacylase E2
216501_at,8.88E-01,8.39E-01,0.175921,VAC14,"Vac14, PIKFYVE complex component"
214566_at,8.88E-01,8.39E-01,0.175654,SMR3A,submaxillary gland androgen regulated protein 3A
211212_s_at,8.88E-01,8.39E-01,0.175652,ORC5,origin recognition complex subunit 5
214819_at,8.88E-01,8.39E-01,0.175406,IQSEC2,IQ motif and Sec7 domain 2
206929_s_at,8.88E-01,8.39E-01,0.175375,NFIC,nuclear factor I C
210347_s_at,8.88E-01,8.39E-01,0.175245,BCL11A,B-cell CLL/lymphoma 11A
214135_at,8.88E-01,8.39E-01,0.175199,CLDN18,claudin 18
204424_s_at,8.88E-01,8.40E-01,0.174969,LMO3,LIM domain only 3
204966_at,8.88E-01,8.40E-01,0.174911,ADGRB2,adhesion G protein-coupled receptor B2
203396_at,8.88E-01,8.40E-01,0.174884,PSMA4,proteasome subunit alpha 4
218817_at,8.88E-01,8.40E-01,0.174525,SPCS3,signal peptidase complex subunit 3
206249_at,8.88E-01,8.40E-01,0.174479,MAP3K13,mitogen-activated protein kinase kinase kinase 13
214997_at,8.88E-01,8.40E-01,0.174469,SCAI,suppressor of cancer cell invasion
217933_s_at,8.89E-01,8.40E-01,0.174227,LAP3,leucine aminopeptidase 3
220372_at,8.89E-01,8.41E-01,0.173991,DNAJC28,DnaJ heat shock protein family (Hsp40) member C28
208874_x_at,8.89E-01,8.41E-01,0.173773,PTPA,protein phosphatase 2 phosphatase activator
212994_at,8.89E-01,8.41E-01,0.173711,THOC2,THO complex 2
208190_s_at,8.89E-01,8.41E-01,0.173375,LSR,lipolysis stimulated lipoprotein receptor
213832_at,8.89E-01,8.41E-01,0.173175,KCND3,potassium voltage-gated channel subfamily D member 3
214483_s_at,8.89E-01,8.41E-01,0.173141,ARFIP1,ADP ribosylation factor interacting protein 1
216031_x_at,8.89E-01,8.41E-01,0.173066,HN1L,hematological and neurological expressed 1 like
214056_at,8.89E-01,8.41E-01,0.172972,MCL1,BCL2 family apoptosis regulator
AFFX-HSAC07/X00351_5_at,8.89E-01,8.41E-01,0.172949,ACTB,actin beta
213037_x_at,8.89E-01,8.41E-01,0.172828,STAU1,staufen double-stranded RNA binding protein 1
217970_s_at,8.89E-01,8.42E-01,0.172773,CNOT6,CCR4-NOT transcription complex subunit 6
219241_x_at,8.89E-01,8.42E-01,0.17274,SSH3,slingshot protein phosphatase 3
207944_at,8.90E-01,8.42E-01,0.172307,OCM2,oncomodulin 2
202270_at,8.90E-01,8.42E-01,0.172036,GBP1,guanylate binding protein 1
208059_at,8.90E-01,8.42E-01,0.171888,CCR8,C-C motif chemokine receptor 8
202269_x_at,8.90E-01,8.42E-01,0.171856,GBP1,guanylate binding protein 1
53987_at,8.90E-01,8.42E-01,0.171686,RANBP10,RAN binding protein 10
208909_at,8.90E-01,8.43E-01,0.171581,UQCRFS1,"ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1"
201023_at,8.90E-01,8.43E-01,0.171542,TAF7,TATA-box binding protein associated factor 7
205913_at,8.90E-01,8.43E-01,0.171508,PLIN1,perilipin 1
221143_at,8.90E-01,8.43E-01,0.171183,RPA4,replication protein A4
202823_at,8.91E-01,8.43E-01,0.170956,TCEB1,transcription elongation factor B subunit 1
213174_at,8.91E-01,8.43E-01,0.170933,TTC9,tetratricopeptide repeat domain 9
220215_at,8.91E-01,8.43E-01,0.170817,ZNF669,zinc finger protein 669
209929_s_at,8.91E-01,8.43E-01,0.170613,IKBKG,"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase gamma"
216382_s_at,8.91E-01,8.44E-01,0.170386,KMT2D,lysine methyltransferase 2D
202218_s_at,8.91E-01,8.44E-01,0.170356,FADS2,fatty acid desaturase 2
221624_at,8.91E-01,8.44E-01,0.170325,TCL6,T-cell leukemia/lymphoma 6 (non-protein coding)
215908_at,8.91E-01,8.44E-01,0.170311,,
219589_s_at,8.91E-01,8.44E-01,0.170201,TMEM143,transmembrane protein 143
206001_at,8.91E-01,8.44E-01,0.170097,NPY,neuropeptide Y
205306_x_at,8.91E-01,8.44E-01,0.170083,KMO,kynurenine 3-monooxygenase (kynurenine 3-hydroxylase)
203916_at,8.91E-01,8.44E-01,0.169893,NDST2,N-deacetylase and N-sulfotransferase 2
205910_s_at,8.91E-01,8.44E-01,0.169722,CEL,carboxyl ester lipase
200632_s_at,8.91E-01,8.44E-01,0.169554,NDRG1,N-myc downstream regulated 1
211896_s_at,8.91E-01,8.44E-01,0.169388,DCN,decorin
209264_s_at,8.91E-01,8.44E-01,0.169319,TSPAN4,tetraspanin 4
211350_s_at,8.91E-01,8.45E-01,0.169234,KIF25-AS1,KIF25 antisense RNA 1
216505_x_at,8.91E-01,8.45E-01,0.169202,,
211602_s_at,8.92E-01,8.45E-01,0.168657,TRPC1,transient receptor potential cation channel subfamily C member 1
220393_at,8.92E-01,8.45E-01,0.168308,LGSN,"lengsin, lens protein with glutamine synthetase domain"
201387_s_at,8.92E-01,8.45E-01,0.168263,UCHL1,ubiquitin C-terminal hydrolase L1
213676_at,8.92E-01,8.46E-01,0.167904,TMEM151B,transmembrane protein 151B
220746_s_at,8.92E-01,8.46E-01,0.167864,UIMC1,ubiquitin interaction motif containing 1
221697_at,8.92E-01,8.46E-01,0.167835,MAP1LC3C,microtubule associated protein 1 light chain 3 gamma
205341_at,8.93E-01,8.46E-01,0.167645,EHD2,EH domain containing 2
206777_s_at,8.93E-01,8.46E-01,0.167269,CRYBB2P1///CRYBB2,crystallin beta B2 pseudogene 1///crystallin beta B2
207745_at,8.93E-01,8.46E-01,0.167202,CABP2,calcium binding protein 2
213035_at,8.93E-01,8.46E-01,0.166942,ANKRD28,ankyrin repeat domain 28
208561_at,8.93E-01,8.47E-01,0.166838,ABCC9,ATP binding cassette subfamily C member 9
213586_at,8.93E-01,8.47E-01,0.166814,CDKN2D,cyclin dependent kinase inhibitor 2D
207238_s_at,8.93E-01,8.47E-01,0.166801,PTPRC,"protein tyrosine phosphatase, receptor type C"
215898_at,8.93E-01,8.47E-01,0.16646,TTLL5,tubulin tyrosine ligase like 5
205042_at,8.93E-01,8.47E-01,0.166243,GNE,glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase
220275_at,8.93E-01,8.47E-01,0.166127,CUZD1,CUB and zona pellucida like domains 1
206678_at,8.93E-01,8.47E-01,0.166125,GABRA1,gamma-aminobutyric acid type A receptor alpha1 subunit
208800_at,8.94E-01,8.48E-01,0.165507,SRP72,signal recognition particle 72
211566_x_at,8.94E-01,8.48E-01,0.165459,BRE,brain and reproductive organ-expressed (TNFRSF1A modulator)
218007_s_at,8.94E-01,8.48E-01,0.165432,RPS27L,ribosomal protein S27 like
218359_at,8.94E-01,8.48E-01,0.165369,NRSN2,neurensin 2
216475_at,8.94E-01,8.48E-01,0.165119,,
217477_at,8.94E-01,8.48E-01,0.165085,PIP5K1B,phosphatidylinositol-4-phosphate 5-kinase type 1 beta
213935_at,8.94E-01,8.48E-01,0.164971,ABHD5,abhydrolase domain containing 5
218446_s_at,8.94E-01,8.48E-01,0.164812,TVP23B,trans-golgi network vesicle protein 23 homolog B (S. cerevisiae)
207304_at,8.94E-01,8.48E-01,0.164706,ZNF45,zinc finger protein 45
211680_at,8.94E-01,8.48E-01,0.164596,PDLIM5,PDZ and LIM domain 5
220451_s_at,8.94E-01,8.48E-01,0.164499,BIRC7,baculoviral IAP repeat containing 7
219605_at,8.95E-01,8.49E-01,0.164106,ZNF3,zinc finger protein 3
218942_at,8.95E-01,8.49E-01,0.164049,PIP4K2C,phosphatidylinositol-5-phosphate 4-kinase type 2 gamma
213341_at,8.95E-01,8.49E-01,0.164024,FEM1C,fem-1 homolog C
212686_at,8.95E-01,8.49E-01,0.164002,PPM1H,"protein phosphatase, Mg2+/Mn2+ dependent 1H"
220988_s_at,8.95E-01,8.49E-01,0.163725,C1QTNF3,C1q and tumor necrosis factor related protein 3
217127_at,8.95E-01,8.49E-01,0.163708,CTH,cystathionine gamma-lyase
204338_s_at,8.95E-01,8.49E-01,0.163503,RGS4,regulator of G-protein signaling 4
219034_at,8.95E-01,8.50E-01,0.163192,PARP16,poly(ADP-ribose) polymerase family member 16
205702_at,8.95E-01,8.50E-01,0.163191,PHTF1,putative homeodomain transcription factor 1
214410_at,8.95E-01,8.50E-01,0.163086,TRPM1,transient receptor potential cation channel subfamily M member 1
205649_s_at,8.95E-01,8.50E-01,0.162999,FGA,fibrinogen alpha chain
218311_at,8.95E-01,8.50E-01,0.162852,MAP4K3,mitogen-activated protein kinase kinase kinase kinase 3
209309_at,8.95E-01,8.50E-01,0.16281,AZGP1,"alpha-2-glycoprotein 1, zinc-binding"
208655_at,8.95E-01,8.50E-01,0.162779,CCNI,cyclin I
214353_at,8.96E-01,8.50E-01,0.162619,,
208332_at,8.96E-01,8.50E-01,0.162423,LOC100509646///PRY2///PRY,"PTPN13-like protein, Y-linked-like///PTPN13-like, Y-linked 2///PTPN13-like, Y-linked"
210595_at,8.96E-01,8.50E-01,0.162354,ZNF235,zinc finger protein 235
217197_x_at,8.96E-01,8.50E-01,0.162196,N4BP2L1,NEDD4 binding protein 2 like 1
37892_at,8.96E-01,8.50E-01,0.162151,COL11A1,collagen type XI alpha 1 chain
213034_at,8.96E-01,8.51E-01,0.162022,SIK3,SIK family kinase 3
55662_at,8.96E-01,8.51E-01,0.162019,C10orf76,chromosome 10 open reading frame 76
202876_s_at,8.96E-01,8.51E-01,0.161883,PBX2,PBX homeobox 2
205050_s_at,8.96E-01,8.51E-01,0.161737,MAPK8IP2,mitogen-activated protein kinase 8 interacting protein 2
211204_at,8.96E-01,8.51E-01,0.16152,ME1,malic enzyme 1
206599_at,8.96E-01,8.51E-01,0.161425,SLC16A5,solute carrier family 16 member 5
44065_at,8.96E-01,8.51E-01,0.16141,RITA1,RBPJ interacting and tubulin associated 1
211277_x_at,8.96E-01,8.51E-01,0.161332,APP,amyloid beta precursor protein
210314_x_at,8.96E-01,8.51E-01,0.161259,TNFSF13,tumor necrosis factor superfamily member 13
211014_s_at,8.96E-01,8.52E-01,0.160942,PML,promyelocytic leukemia
204824_at,8.96E-01,8.52E-01,0.160933,ENDOG,endonuclease G
205407_at,8.96E-01,8.52E-01,0.160804,RECK,reversion inducing cysteine rich protein with kazal motifs
213498_at,8.97E-01,8.52E-01,0.160468,CREB3L1,cAMP responsive element binding protein 3 like 1
205569_at,8.97E-01,8.52E-01,0.160234,LAMP3,lysosomal associated membrane protein 3
204899_s_at,8.97E-01,8.53E-01,0.159753,SAP30,Sin3A associated protein 30
211011_at,8.97E-01,8.53E-01,0.159699,COL19A1,collagen type XIX alpha 1 chain
212344_at,8.97E-01,8.53E-01,0.159699,SULF1,sulfatase 1
212699_at,8.97E-01,8.53E-01,0.159691,SCAMP5,secretory carrier membrane protein 5
208884_s_at,8.97E-01,8.53E-01,0.159393,UBR5,ubiquitin protein ligase E3 component n-recognin 5
205393_s_at,8.97E-01,8.53E-01,0.159347,CHEK1,checkpoint kinase 1
205122_at,8.98E-01,8.53E-01,0.159111,MSANTD3-TMEFF1///TMEFF1,MSANTD3-TMEFF1 readthrough///transmembrane protein with EGF like and two follistatin like domains 1
220076_at,8.98E-01,8.53E-01,0.15861,ANKH,ANKH inorganic pyrophosphate transport regulator
212495_at,8.98E-01,8.54E-01,0.158565,KDM4B,lysine demethylase 4B
216349_at,8.98E-01,8.54E-01,0.158364,DGKH,diacylglycerol kinase eta
210084_x_at,8.98E-01,8.54E-01,0.158336,TPSAB1,tryptase alpha/beta 1
217512_at,8.98E-01,8.54E-01,0.158316,KNG1,kininogen 1
220710_at,8.98E-01,8.54E-01,0.157827,ANP32A-IT1,ANP32A intronic transcript 1
216291_at,8.98E-01,8.54E-01,0.157802,ZNF440,zinc finger protein 440
204248_at,8.99E-01,8.54E-01,0.157631,GNA11,G protein subunit alpha 11
213610_s_at,8.99E-01,8.54E-01,0.157598,PHOSPHO2-KLHL23///KLHL23,PHOSPHO2-KLHL23 readthrough///kelch like family member 23
215803_at,8.99E-01,8.55E-01,0.157247,CXorf57,chromosome X open reading frame 57
217658_at,9.00E-01,8.55E-01,0.156385,THAP3,THAP domain containing 3
218075_at,9.00E-01,8.56E-01,0.156163,AAAS,aladin WD repeat nucleoporin
205434_s_at,9.00E-01,8.56E-01,0.156071,AAK1,AP2 associated kinase 1
201355_s_at,9.00E-01,8.56E-01,0.155935,BAZ2A,bromodomain adjacent to zinc finger domain 2A
215974_at,9.00E-01,8.56E-01,0.155693,HCG4B,HLA complex group 4B (non-protein coding)
41657_at,9.00E-01,8.56E-01,0.155633,STK11,serine/threonine kinase 11
221778_at,9.00E-01,8.56E-01,0.155488,KDM7A,lysine demethylase 7A
213662_at,9.00E-01,8.56E-01,0.15548,FAM134B,family with sequence similarity 134 member B
215747_s_at,9.00E-01,8.56E-01,0.155334,RCC1,regulator of chromosome condensation 1
201293_x_at,9.00E-01,8.57E-01,0.155083,LOC101060363///PPIA,peptidyl-prolyl cis-trans isomerase A pseudogene///peptidylprolyl isomerase A
202072_at,9.00E-01,8.57E-01,0.155073,HNRNPL,heterogeneous nuclear ribonucleoprotein L
220272_at,9.00E-01,8.57E-01,0.154971,BNC2,basonuclin 2
216986_s_at,9.00E-01,8.57E-01,0.154916,IRF4,interferon regulatory factor 4
215490_at,9.01E-01,8.57E-01,0.154628,IBA57,"IBA57 homolog, iron-sulfur cluster assembly"
216020_at,9.01E-01,8.57E-01,0.154593,IFIH1,interferon induced with helicase C domain 1
208140_s_at,9.01E-01,8.57E-01,0.154579,DRC3,dynein regulatory complex subunit 3
214199_at,9.01E-01,8.57E-01,0.154536,SFTPD,surfactant protein D
214224_s_at,9.01E-01,8.57E-01,0.154462,PIN4,"peptidylprolyl cis/trans isomerase, NIMA-interacting 4"
207955_at,9.01E-01,8.57E-01,0.154276,CCL27,C-C motif chemokine ligand 27
213721_at,9.01E-01,8.57E-01,0.154233,SOX2,SRY-box 2
221467_at,9.01E-01,8.57E-01,0.154135,MC4R,melanocortin 4 receptor
209502_s_at,9.01E-01,8.57E-01,0.154086,BAIAP2,BAI1 associated protein 2
210821_x_at,9.01E-01,8.58E-01,0.153856,CENPA,centromere protein A
202533_s_at,9.01E-01,8.58E-01,0.153788,DHFR,dihydrofolate reductase
211527_x_at,9.01E-01,8.58E-01,0.153716,VEGFA,vascular endothelial growth factor A
215769_at,9.01E-01,8.58E-01,0.153678,YME1L1,YME1 like 1 ATPase
221943_x_at,9.01E-01,8.58E-01,0.153504,RPL38,ribosomal protein L38
206548_at,9.01E-01,8.58E-01,0.153388,,
222175_s_at,9.01E-01,8.58E-01,0.153284,MED15,mediator complex subunit 15
209700_x_at,9.01E-01,8.58E-01,0.153275,PDE4DIP,phosphodiesterase 4D interacting protein
218495_at,9.01E-01,8.58E-01,0.153243,UXT,ubiquitously expressed prefoldin like chaperone
216714_at,9.01E-01,8.58E-01,0.153067,CCL13,C-C motif chemokine ligand 13
216681_at,9.01E-01,8.58E-01,0.153034,,
207805_s_at,9.01E-01,8.58E-01,0.152974,PSMD9,"proteasome 26S subunit, non-ATPase 9"
221476_s_at,9.01E-01,8.58E-01,0.152935,RPL15,ribosomal protein L15
220749_at,9.01E-01,8.58E-01,0.152934,CCDC7,coiled-coil domain containing 7
209936_at,9.01E-01,8.58E-01,0.152912,RBM5,RNA binding motif protein 5
201668_x_at,9.01E-01,8.59E-01,0.152462,MARCKS,myristoylated alanine rich protein kinase C substrate
206830_at,9.01E-01,8.59E-01,0.152423,SLC4A10,solute carrier family 4 member 10
215569_at,9.01E-01,8.59E-01,0.152379,GTF2IRD2B,GTF2I repeat domain containing 2B
204167_at,9.01E-01,8.59E-01,0.152357,BTD,biotinidase
222264_at,9.02E-01,8.59E-01,0.152197,HNRNPUL2,heterogeneous nuclear ribonucleoprotein U like 2
205103_at,9.02E-01,8.59E-01,0.151918,C1orf61,chromosome 1 open reading frame 61
AFFX-PheX-M_at,9.02E-01,8.60E-01,0.151424,,
216247_at,9.02E-01,8.60E-01,0.151286,SNORD54///RPS20,"small nucleolar RNA, C/D box 54///ribosomal protein S20"
207386_at,9.02E-01,8.60E-01,0.151246,CYP7B1,cytochrome P450 family 7 subfamily B member 1
220522_at,9.02E-01,8.60E-01,0.151018,CRB1,"crumbs 1, cell polarity complex component"
214732_at,9.03E-01,8.60E-01,0.15079,SP1,Sp1 transcription factor
202547_s_at,9.03E-01,8.60E-01,0.150784,ARHGEF7,Rho guanine nucleotide exchange factor 7
215092_s_at,9.03E-01,8.61E-01,0.1503,NFAT5,nuclear factor of activated T-cells 5
213500_at,9.03E-01,8.61E-01,0.150128,,
200988_s_at,9.03E-01,8.61E-01,0.149995,PSME3,proteasome activator subunit 3
219401_at,9.03E-01,8.61E-01,0.149852,XYLT2,xylosyltransferase 2
213471_at,9.03E-01,8.61E-01,0.149752,NPHP4,nephronophthisis 4
211231_x_at,9.03E-01,8.61E-01,0.149678,CYP4A11,cytochrome P450 family 4 subfamily A member 11
215415_s_at,9.03E-01,8.61E-01,0.149586,LYST,lysosomal trafficking regulator
219144_at,9.03E-01,8.61E-01,0.149482,DUSP26,dual specificity phosphatase 26 (putative)
214588_s_at,9.03E-01,8.61E-01,0.149437,MFAP3,microfibrillar associated protein 3
220612_at,9.03E-01,8.61E-01,0.149433,,
211677_x_at,9.03E-01,8.61E-01,0.149422,CADM3,cell adhesion molecule 3
214247_s_at,9.03E-01,8.61E-01,0.149374,DKK3,dickkopf WNT signaling pathway inhibitor 3
211958_at,9.03E-01,8.61E-01,0.149368,IGFBP5,insulin like growth factor binding protein 5
216468_s_at,9.03E-01,8.61E-01,0.149347,ZNF682,zinc finger protein 682
221334_s_at,9.03E-01,8.61E-01,0.14927,FOXP3,forkhead box P3
219050_s_at,9.03E-01,8.61E-01,0.149259,ZNHIT2,zinc finger HIT-type containing 2
210957_s_at,9.03E-01,8.62E-01,0.149072,AFF2,AF4/FMR2 family member 2
208508_s_at,9.03E-01,8.62E-01,0.14902,OR2J2,olfactory receptor family 2 subfamily J member 2
218191_s_at,9.03E-01,8.62E-01,0.148815,LMBRD1,LMBR1 domain containing 1
212512_s_at,9.03E-01,8.62E-01,0.148808,CARM1,coactivator associated arginine methyltransferase 1
208906_at,9.03E-01,8.62E-01,0.14879,HNRNPUL2-BSCL2///BSCL2,"HNRNPUL2-BSCL2 readthrough (NMD candidate)///BSCL2, seipin lipid droplet biogenesis associated"
207141_s_at,9.04E-01,8.62E-01,0.148674,KCNJ3,potassium voltage-gated channel subfamily J member 3
214590_s_at,9.04E-01,8.62E-01,0.148345,UBE2D1,ubiquitin conjugating enzyme E2 D1
218948_at,9.04E-01,8.63E-01,0.147958,QRSL1,glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1
219508_at,9.04E-01,8.63E-01,0.14782,GCNT3,"glucosaminyl (N-acetyl) transferase 3, mucin type"
217135_x_at,9.04E-01,8.63E-01,0.14775,,
213995_at,9.04E-01,8.63E-01,0.147735,ATP5S,"ATP synthase, H+ transporting, mitochondrial Fo complex subunit s (factor B)"
